route,duration_min,distance_km,avg_speed_kmh,max_speed_kmh,avg_accel_m_s2,max_accel_m_s2,num_turns,avg_turn_deg,avg_vert_rate_m_s,max_climb_m_s,max_descend_m_s
statevectors_e47e7e_1711465470_1711470371.csv,81.68333333333334,953.7632773896601,629.3946075921928,824.5948785332504,-0.019349623431034333,30.575506275158162,3,0.1523078037249021,1.4161259112577922,24.05888,-13.0048
statevectors_e47e7e_1711560557_1711565954.csv,89.93333333333334,1006.7912405044594,617.9358353808265,784.1655160318774,0.018598650479723894,12.763191718549223,7,0.15150350498851423,2.565279948203302,21.45792,-10.07872
statevectors_e47e7f_1711129547_1711134447.csv,81.65,971.5308528314399,681.5201355900623,844.9700839658501,0.045620989292246644,17.576727990982647,9,0.20642053715874895,4.355517450733752,20.15744,-7.80288
statevectors_e47e7f_1711215036_1711220422.csv,89.75,1039.0338940153833,641.1093669333741,821.2876873912446,0.0029038142401251943,24.628704603742676,9,0.18569319141576104,1.3491079010286346,165.8112,-14.305280000000002
statevectors_e47ed1_1710839461_1710844121.csv,77.66666666666667,961.6710640830386,716.01796215584,853.2568866368717,0.04978739263679409,17.130675221539505,6,0.16485049325292322,4.446091322662174,18.85696,-5.8521600000000005
statevectors_e47f4f_1711366823_1711371563.csv,79.0,961.2051950174193,682.4781838315745,861.5276798383171,0.04020699643917169,13.651162627707691,6,0.1622137486265834,4.329650077836952,20.482560000000003,-8.45312
statevectors_e47f76_1711048833_1711054125.csv,88.18333333333334,965.4162440692683,613.2478916140342,785.0048645669681,-0.014009195621643171,15.683023044974476,6,0.15038372292475718,1.0920792900085883,19.182080000000003,-14.630400000000002
statevectors_e47f76_1711659314_1711665465.csv,102.5,1079.3279676746672,606.9135005738369,788.7339177426934,-0.0028144489494462814,7.44915985891177,5,0.17762825177885946,0.0801102133995034,19.182080000000003,-15.60576
statevectors_e47fa6_1710808440_1710813203.csv,79.38333333333334,970.0663514703408,674.8578133960575,845.6355298622437,0.017228717987758553,9.330967462380556,2,0.18795635094389457,3.144987078925956,19.832320000000003,-11.05408
statevectors_e47fa6_1711325095_1711329989.csv,81.56666666666666,971.4597825169567,680.6911908454382,815.0518503086115,0.04037894235413641,10.865762168236841,5,0.1816749917235235,3.799197603993344,19.182080000000003,-4.22656
statevectors_e47fa8_1710793222_1710797994.csv,79.51666666666667,953.4548389699794,691.0752121563032,872.6430944557119,0.035357800990684626,9.694808109676515,9,0.19470854241494573,3.9844126418946506,19.832320000000003,-6.1772800000000005
statevectors_e47fa8_1711143064_1711147838.csv,79.56666666666666,964.8280998242001,707.5016246903904,867.7813156283459,0.05307443512241903,11.402844539590802,10,0.19651752396862984,4.159198985200846,18.531840000000003,-6.502400000000001
