route,duration_min,distance_km,avg_speed_kmh,max_speed_kmh,avg_accel_m_s2,max_accel_m_s2,num_turns,avg_turn_deg,avg_vert_rate_m_s,max_climb_m_s,max_descend_m_s
statevectors_e47e7f_1711395947_1711405562.csv,160.23333333333332,1116.6111713450803,641.79403555658,848.4538098705507,0.009193096486765393,46.378749928170606,7,0.192804959378864,2.1537729819121445,20.80768,-8.128
statevectors_e47f76_1710862231_1710871507.csv,154.6,1195.0029993740245,623.6274623475163,807.9341693353474,-0.004399613700888294,17.20466795613453,5,0.21374531504089106,-1.1244664236629813,19.832320000000003,-28.610560000000003
statevectors_e48043_1711129059_1711142125.csv,217.75,1767.2966913558444,743.7279035706729,918.2046697627777,-0.0024218963305424656,3.90471994114111,4,0.11973329248079265,-0.15413193463788602,19.182080000000003,-27.6352
statevectors_e4805d_1710792096_1710801396.csv,29.6,305.78291114729484,771.3959893302793,847.1227741900357,0.026401256864969535,1.621649713390724,0,0.018555923358205283,4.034634912774339,22.43328,0.0
statevectors_e4808c_1711290243_1711303304.csv,217.68333333333334,1809.8178496593146,685.6772495243966,805.6427197314291,-0.010734714417573784,28.655221185685264,6,0.11994064843747336,-1.0484864313177211,18.85696,-23.08352
statevectors_e48274_1711051740_1711061939.csv,169.98333333333332,1077.394738472322,625.0549166387283,830.0610549371389,0.011828888798876476,22.898020907560266,9,0.2255526378044489,1.3767237565990553,18.85696,-9.42848
statevectors_e4827e_1711042927_1711055700.csv,212.86666666666667,1469.0984823844901,694.5347575518656,918.6080086511711,0.005249793612523539,8.200941602506475,3,0.1682558035491949,-1.1587848031945231,17.231360000000002,-17.55648
statevectors_e483be_1711218842_1711232929.csv,234.76666666666668,1028.537956547383,650.0017067269374,851.4359969114751,0.018226966841534468,12.607933952513548,10,0.19786263573767077,1.9053952365830422,18.531840000000003,-7.477760000000001
statevectors_e4851a_1710974931_1710985991.csv,184.33333333333334,1420.0807634474838,615.6665920058489,863.7939725024139,0.002643859332248038,24.832234460074176,8,0.16115064421355005,1.368953946943483,25.03424,-15.280640000000002
statevectors_e4851b_1711560397_1711574235.csv,230.61666666666667,1302.1450169515485,655.2715989106133,842.5351179061205,0.0025223888697327402,3.802837082522842,7,0.18828197501093616,0.15963976047904216,20.15744,-24.384
statevectors_e486c2_1711222278_1711233194.csv,181.91666666666666,1015.0754026341176,630.0602978793838,828.5721624037112,0.021277228890227835,27.973292889088327,8,0.19101468506904096,0.7870661887694133,18.85696,-20.80768
statevectors_e486c3_1711300201_1711313169.csv,216.11666666666667,1674.3129022419882,723.4364304131759,877.294202893134,0.003179008485013071,5.857190728053411,2,0.11187683685342545,-0.24105798334875134,19.5072,-27.960320000000003
statevectors_e48ad4_1711472703_1711486508.csv,230.06666666666666,1555.868935538987,712.2631571761166,878.1382774926144,0.00027117466742685044,2.6996316415238937,3,0.16014181450180073,0.39196934745136663,18.531840000000003,-24.05888
statevectors_e48c04_1711562172_1711578294.csv,268.68333333333334,1506.560933991625,722.8198390845001,866.1434385531765,0.0030279663017551512,6.418856479243658,4,0.15346855545928603,0.35164874717549616,18.85696,-22.43328
statevectors_e48db0_1711648555_1711665305.csv,279.1666666666667,1472.4187263283764,659.1278314995915,842.0586848645748,-0.00920660723683014,6.416961673130658,3,0.17947176395366887,-0.3100242186256301,17.55648,-23.73376
statevectors_e48db2_1711050900_1711060393.csv,158.21666666666667,1064.7911392718715,671.8499748059984,869.552201035501,-0.008751605962280131,9.051208739871726,4,0.18152835207742407,2.3557910268149116,20.482560000000003,-12.67968
statevectors_e48dc2_1711307303_1711319769.csv,207.75,1158.8839342942088,630.5013427789912,831.5864654981755,0.008945623034933306,15.321987202673967,11,0.30830803862737266,1.2229012750455373,20.15744,-11.70432
statevectors_e48e46_1711482771_1711493324.csv,175.86666666666667,988.5736367531684,650.7786589878382,830.1850087828449,0.04471923247312955,14.765162826157564,7,0.1820800599576217,3.687107276279797,18.531840000000003,-4.22656
