route,duration_min,distance_km,avg_speed_kmh,max_speed_kmh,avg_accel_m_s2,max_accel_m_s2,num_turns,avg_turn_deg,avg_vert_rate_m_s,max_climb_m_s,max_descend_m_s
statevectors_e48eff_1711044184_1711060059.csv,264.5833333333333,1518.8019853974567,704.4251784868815,892.8188292120653,-0.0021307354523199566,13.556605956435135,6,0.20229433745828904,0.3375549341438705,22.43328,-26.33472
statevectors_e491ef_1711480041_1711492577.csv,208.91666666666666,1802.2549587690673,650.4433650447239,779.8562731804568,-0.008072310185855667,35.517018186376845,9,0.11271131682275519,-1.1132863533005264,22.43328,-17.881600000000002
statevectors_e4923f_1711188578_1711204223.csv,260.75,1085.619986563458,622.6846422710165,872.3541570282226,0.009825845202573283,5.226311407272476,4,0.21821976793445344,-0.4739179889094283,24.70912,-17.881600000000002
statevectors_e4923f_1711562539_1711575168.csv,210.46666666666667,1214.5576016431742,560.4808177551286,889.7941683467586,-0.021018225174623144,5.529050824670492,2,0.17491826423446138,1.4688227667984186,17.55648,-15.60576
statevectors_e49406_1711136490_1711146225.csv,162.25,976.2032829103158,675.973284494501,865.9513589316554,0.04726824294908782,18.797812470363084,6,0.19825941690845664,3.474259676375405,20.15744,-6.827520000000001
statevectors_e49406_1711389103_1711405667.csv,276.05,1523.2718103453133,656.628119076079,866.0147301137181,0.003651160570713273,7.5960439067930565,2,0.20602361275384057,-0.03557828653707679,18.531840000000003,-22.10816
statevectors_e49444_1711296244_1711319996.csv,395.85,1614.3335806522073,635.8784940473486,861.2768288827468,-0.0001905799298612111,6.197418996765123,4,0.25300018143808306,-0.19525751783166975,22.43328,-21.78304
statevectors_e49524_1710877391_1710887217.csv,163.76666666666668,1064.5305482372733,657.9149400027371,883.9078301994239,0.01677442754141452,12.895898635566226,7,0.23246832268164516,2.1221354085603115,16.581120000000002,-17.231360000000002
statevectors_e4952f_1711475800_1711492351.csv,275.8333333333333,1546.7918992960629,689.9622027791788,862.0848650731566,0.0010828932621365019,3.1483762966769007,7,0.15306991424786656,0.18840209793455576,16.256,-26.659840000000003
statevectors_e49697_1711137082_1711146915.csv,163.86666666666667,997.5679093998946,694.8728239494661,862.3633226885912,0.04687643443330731,24.072640528114107,3,0.17322102528605798,3.768679556065824,19.5072,-4.55168
statevectors_e49763_1710873120_1710888308.csv,253.13333333333333,1159.718761901553,621.5485166873785,834.2733764095552,0.017646682365010248,12.208355519817218,5,0.206568304229772,1.5050759879087658,16.256,-17.231360000000002
statevectors_e497fa_1710845473_1710869555.csv,401.35,965.7444719181565,461.1470556553974,571.8208138505273,0.00430665950128359,12.125979260085884,4,0.10707338013898376,0.9032926409826914,16.581120000000002,-8.45312
statevectors_e4988c_1711482294_1711493266.csv,182.85,1107.7838373193663,602.9964085253546,814.4519615916671,0.021281732810048273,29.808437954072332,6,0.338011202537355,1.7786207864488817,18.85696,-7.152640000000001
statevectors_e4988e_1711569944_1711579427.csv,158.03333333333333,981.8027227976982,653.0417364968654,828.4976475402402,0.04362535840311521,31.38876262093129,9,0.22225466543257713,3.2317990725959715,21.45792,-6.1772800000000005
statevectors_e49956_1711395096_1711406001.csv,181.75,1077.8798589474397,615.377721928837,861.3684178571363,0.003582829181026126,2.0604685015694173,1,0.20939307167626786,-0.7497213270142179,17.231360000000002,-15.280640000000002
statevectors_e4999d_1711478105_1711492712.csv,243.43333333333334,1126.8772555242642,664.6007512150012,793.6953002810426,0.008421820863505305,11.58006614593711,4,0.18672200400291333,1.3901076756756758,20.15744,-21.45792
statevectors_e4999f_1711569324_1711579022.csv,161.61666666666667,1013.1304356869947,633.1191416024127,815.487282299808,0.0068324656090515135,7.3623595618575735,10,0.18039491054775553,1.1938718131530421,18.531840000000003,-11.70432
statevectors_e49a47_1711233792_1711244981.csv,186.48333333333332,1001.3470691308821,439.55781686943413,563.2176518337585,0.0011203338346071029,14.486182731917026,1,0.12501325507925776,-0.8871639370498804,9.42848,-8.77824
statevectors_e49a86_1711475645_1711489055.csv,223.48333333333332,1147.1322319599121,645.3202278387627,855.8657500384805,-0.011241416468554343,3.697974643470019,2,0.18237190352448138,-0.2146194138209199,24.05888,-21.45792
statevectors_e49a8a_1711546341_1711559500.csv,219.3,1071.930177834015,644.0846686050912,842.5351179061205,-0.00951950010584911,2.537414633114679,3,0.18353040910373233,-0.2620516090225562,20.80768,-19.832320000000003
statevectors_e49aab_1710868380_1710882551.csv,236.18333333333334,1256.2888442467668,698.9942502716459,889.0286792273237,0.00035030747235498624,2.8709435209568994,1,0.18449548090894088,0.2800063807702811,16.581120000000002,-26.659840000000003
statevectors_e49aab_1711579683_1711590925.csv,187.36666666666667,1391.6506270556906,628.5792830924547,867.593551979653,0.010845253295020103,14.049463046352201,6,0.15363195445646677,0.8060064477611942,24.70912,-23.08352
statevectors_e49b52_1711132188_1711148144.csv,265.9166666666667,1540.1841882345964,714.9645766495693,867.7358607882759,0.0006404251081164748,2.0971786483989234,7,0.17800176011010801,-0.023139918367346766,22.10816,-19.182080000000003
