time,icao24,lat,lon,velocity,heading,vertrate,baroaltitude,geoaltitude,callsign
1711069624,e4999d,-23.639007568359375,-46.647847493489564,76.78152099713535,147.5876933816488,10.72896,1013.46,1043.94,TAM3020 
1711069625,e4999d,-23.639552229541835,-46.6474828180277,77.4917295915883,147.4704617216689,10.07872,1021.08,1059.18,TAM3020 
1711069626,e4999d,-23.64043672206037,-46.64686095039798,78.36115301100075,147.87500155961249,9.42848,1036.3200000000002,1074.42,TAM3020 
1711069627,e4999d,-23.641159057617188,-46.646372477213504,79.7802966321936,147.64215232788985,9.42848,1051.56,1089.66,TAM3020 
1711069628,e4999d,-23.641693632481463,-46.64597997125588,80.21533127889934,147.8388162799008,10.07872,1059.18,1104.9,TAM3020 
1711069629,e4999d,-23.642066050384017,-46.645720859743506,80.21533127889934,147.8388162799008,10.07872,1066.8,1097.28,TAM3020 
1711069630,e4999d,-23.642852783203125,-46.64525349934894,80.65130078867054,148.03335632591384,9.42848,1074.42,1112.52,TAM3020 
1711069631,e4999d,-23.643447875976562,-46.644795735677064,81.08819008267432,148.2258022737146,8.77824,1082.04,1120.1399999999999,TAM3020 
1711069632,e4999d,-23.644088745117188,-46.64438883463538,81.79659600000001,148.1092081981543,8.77824,1097.28,1127.76,TAM3020 
1711069633,e4999d,-23.644729614257812,-46.643931070963504,82.50533482149537,147.9946167919165,8.45312,1104.9,1150.6200000000001,TAM3020 
1711069634,e4999d,-23.645371259269098,-46.64349250073701,82.77913912085165,147.69266554511788,8.128,1112.52,1158.24,TAM3020 
1711069635,e4999d,-23.645919799804688,-46.64311726888019,82.77913912085165,147.69266554511788,7.80288,1120.14,1158.24,TAM3020 
1711069636,e4999d,-23.646331787109375,-46.64286295572913,83.48904686354952,147.58296249407692,7.80288,1127.76,1173.48,TAM3020 
1711069637,e4999d,-23.647476196289062,-46.64215087890625,84.25738410711077,148.73626830562256,7.477760000000001,1135.38,1188.72,TAM3020 
1711069638,e4999d,-23.648025512695312,-46.641845703125,85.05923568502111,149.86828135849822,6.827520000000001,1143.0,1196.34,TAM3020 
1711069639,e4999d,-23.648712158203125,-46.641438802083314,85.64526997524952,151.2796732021305,5.8521600000000005,1150.6200000000001,1196.3400000000001,TAM3020 
1711069640,e4999d,-23.649490356445312,-46.64103190104163,85.64526997524952,151.2796732021305,5.20192,1158.24,1203.96,TAM3020 
1711069641,e4999d,-23.650222778320312,-46.64072672526038,86.52452584671683,154.65382405805332,5.20192,1165.8600000000001,1211.5800000000002,TAM3020 
1711069642,e4999d,-23.650772094726562,-46.64042154947913,87.34192598543497,156.75709721404752,5.52704,1173.48,1219.2,TAM3020 
1711069643,e4999d,-23.65146960242322,-46.64017587337855,88.090179582611,159.13065220516614,6.502400000000001,1181.1000000000001,1226.8200000000002,TAM3020 
1711069644,e4999d,-23.652420043945312,-46.639963785807254,88.33619173405066,161.67056814713152,7.152640000000001,1188.72,1234.44,TAM3020 
1711069645,e4999d,-23.653098930746864,-46.63970947265625,88.61587223360944,164.51149855709033,8.128,1196.3400000000001,1234.44,TAM3020 
1711069646,e4999d,-23.653890318789763,-46.639554005748835,88.61587223360944,164.51149855709033,8.45312,1203.96,1242.0600000000002,TAM3020 
1711069647,e4999d,-23.654617309570312,-46.63950602213538,89.11173961507923,167.32768406367643,8.77824,1211.5800000000002,1249.68,TAM3020 
1711069648,e4999d,-23.655426542637713,-46.63939853884136,89.31346424133473,170.0493733120484,9.42848,1219.2,1264.92,TAM3020 
1711069649,e4999d,-23.656173706054688,-46.639404296875,89.33272289014224,175.04455105994776,9.7536,1234.44,1280.16,TAM3020 
1711069650,e4999d,-23.657242079912635,-46.63945036114387,89.33272289014224,175.04455105994776,9.7536,1242.0600000000002,1280.16,TAM3020 
1711069651,e4999d,-23.658050537109375,-46.63945515950519,90.0512143691365,178.69061018058946,9.7536,1249.68,1303.02,TAM3020 
1711069652,e4999d,-23.658778303760585,-46.63939853884136,90.0512143691365,178.69061018058946,9.42848,1257.3,1303.02,TAM3020 
1711069653,e4999d,-23.659515380859375,-46.63945515950519,90.0277,180.0,9.10336,1272.54,1310.64,TAM3020 
1711069654,e4999d,-23.66033935546875,-46.63950602213538,91.09291154601516,181.61809453273747,8.77824,1280.16,1333.5,TAM3020 
1711069655,e4999d,-23.661209106445312,-46.639556884765625,91.09291154601516,181.61809453273747,8.45312,1287.78,1333.5,TAM3020 
1711069656,e4999d,-23.662078857421875,-46.639607747395814,91.64181294787161,182.25204434540254,8.128,1295.4,1341.1200000000001,TAM3020 
1711069657,e4999d,-23.662828348450773,-46.63965765035374,92.20179907738564,182.87836949973402,8.128,1303.02,1341.1200000000001,TAM3020 
1711069658,e4999d,-23.663666288731463,-46.63970947265625,93.31878032700642,183.79306428168866,8.128,1310.64,1363.98,TAM3020 
1711069659,e4999d,-23.664271467823085,-46.6397612949587,93.31878032700642,183.79306428168866,8.128,1318.26,1371.6,TAM3020 
1711069660,e4999d,-23.665878295898438,-46.639912923177064,94.41834468177336,184.37476228095542,8.128,1333.5,1379.22,TAM3020 
1711069661,e4999d,-23.666519165039062,-46.639963785807254,94.97171291276165,184.66054548258032,8.128,1333.5,1394.46,TAM3020 
1711069662,e4999d,-23.667437019994736,-46.64007222877359,95.48446509110893,184.63546342690265,8.128,1348.74,1402.0800000000002,TAM3020 
1711069663,e4999d,-23.668212890625,-46.64011637369788,96.03995746900283,184.91656600601002,8.45312,1356.3600000000001,1417.3200000000002,TAM3020 
