time,icao24,lat,lon,velocity,heading,vertrate,baroaltitude,geoaltitude,callsign
1711024131,e49a9f,-23.598679364737848,-46.67515592755012,74.81933180324904,328.49573328079583,6.827520000000001,1203.96,1219.2,
1711024132,e49a9f,-23.598679364737848,-46.67515592755012,75.25842754229944,328.70039866537144,7.477760000000001,1203.96,1234.44,
1711024133,e49a9f,-23.598679364737848,-46.67515592755012,75.25842754229944,328.70039866537144,7.477760000000001,1203.96,1234.44,
1711024134,e49a9f,-23.597329349841118,-46.67608872899467,75.25842754229944,328.70039866537144,7.477760000000001,1219.2,1234.44,
1711024135,e49a9f,-23.596435546875,-46.67673746744788,75.62151817023174,326.09372301155787,7.80288,1234.44,1272.54,
1711024136,e49a9f,-23.596435546875,-46.67673746744788,75.94977751546253,324.3720927085791,7.152640000000001,1234.44,1272.54,
1711024137,e49a9f,-23.596435546875,-46.67673746744788,75.94977751546253,324.3720927085791,7.152640000000001,1234.44,1272.54,
1711024138,e49a9f,-23.596435546875,-46.67673746744788,77.46098635940155,320.3893117599734,4.8768,1234.44,1272.54,
1711024139,e49a9f,-23.596435546875,-46.67673746744788,77.72872616057556,319.56322975423785,4.22656,1234.44,1272.54,
1711024140,e49a9f,-23.593605170815692,-46.679249889445714,77.72872616057556,319.56322975423785,4.22656,1264.92,1272.54,
1711024141,e49a9f,-23.593093872070312,-46.67978922526038,79.30450856532624,315.52563460645763,2.60096,1272.54,1303.02,
1711024142,e49a9f,-23.592627573821517,-46.680338157797735,80.05846221615582,313.4377750831576,1.6256000000000002,1272.54,1303.02,
1711024143,e49a9f,-23.592627573821517,-46.680338157797735,80.05846221615582,313.4377750831576,1.6256000000000002,1272.54,1303.02,
1711024144,e49a9f,-23.591766357421875,-46.6815185546875,82.83187436217293,306.15818543980834,1.30048,1272.54,1310.6399999999999,
1711024145,e49a9f,-23.591629028320312,-46.681772867838504,82.83187436217293,306.15818543980834,1.30048,1272.54,1310.6399999999999,
1711024146,e49a9f,-23.591629028320312,-46.681772867838504,82.83187436217293,306.15818543980834,1.30048,1272.54,1310.6399999999999,
1711024147,e49a9f,-23.591629028320312,-46.681772867838504,82.83187436217293,306.15818543980834,1.30048,1272.54,1310.6399999999999,AZU6000 
1711024148,e49a9f,-23.590439618644098,-46.68391389666863,86.96538496907533,296.7166269597463,3.2512000000000003,1287.78,1310.6399999999999,AZU6000 
1711024149,e49a9f,-23.590118408203125,-46.684722900390625,88.17426090491642,294.4716205337049,3.5763200000000004,1287.78,1325.8799999999999,AZU6000 
1711024150,e49a9f,-23.5896482306012,-46.685883144162744,88.17426090491642,294.4716205337049,3.5763200000000004,1295.4,1325.8799999999999,AZU6000 
1711024151,e49a9f,-23.589523315429688,-46.686299641927064,91.1161510161416,289.4579790115898,4.22656,1295.4,1333.5,AZU6000 
1711024152,e49a9f,-23.589523315429688,-46.686299641927064,91.1161510161416,289.4579790115898,4.22656,1295.4,1333.5,AZU6000 
1711024153,e49a9f,-23.589523315429688,-46.686299641927064,91.1161510161416,289.4579790115898,4.22656,1295.4,1333.5,AZU6000 
1711024154,e49a9f,-23.588607788085938,-46.689453125,91.1161510161416,289.4579790115898,4.22656,1310.64,1333.5,AZU6000 
1711024155,e49a9f,-23.588424682617188,-46.69016520182288,91.1161510161416,289.4579790115898,4.22656,1310.64,1333.5,AZU6000 
1711024156,e49a9f,-23.588424682617188,-46.69016520182288,96.96280034145259,285.0684881594922,5.8521600000000005,1310.64,1348.74,AZU6000 
1711024157,e49a9f,-23.587875366210938,-46.692403157552064,96.96280034145259,285.0684881594922,5.8521600000000005,1325.88,1348.74,AZU6000 
1711024158,e49a9f,-23.587646484375,-46.693345555719304,98.82146535605713,284.47029410006587,6.827520000000001,1333.5,1371.6,AZU6000 
1711024159,e49a9f,-23.587646484375,-46.693345555719304,98.82146535605713,284.47029410006587,6.827520000000001,1333.5,1371.6,AZU6000 
1711024160,e49a9f,-23.587227514234655,-46.69521115860846,98.82146535605713,284.47029410006587,6.827520000000001,1348.74,1371.6,AZU6000 
1711024161,e49a9f,-23.587227514234655,-46.69521115860846,98.82146535605713,284.47029410006587,6.827520000000001,1348.74,1371.6,AZU6000 
1711024162,e49a9f,-23.587227514234655,-46.69521115860846,98.82146535605713,284.47029410006587,6.827520000000001,1348.74,1371.6,AZU6000 
1711024163,e49a9f,-23.587227514234655,-46.69521115860846,103.34051911470095,282.652556500558,7.80288,1348.74,1394.46,AZU6000 
1711024164,e49a9f,-23.586410522460938,-46.69896443684894,103.8425316243124,282.5903829455351,7.80288,1379.22,1424.94,AZU6000 
1711024165,e49a9f,-23.586410522460938,-46.69896443684894,103.8425316243124,282.5903829455351,7.80288,1379.22,1424.94,AZU6000 
1711024166,e49a9f,-23.58620336500269,-46.699978810436335,105.239953804211,282.13388017063335,7.477760000000001,1386.8400000000001,1432.5600000000002,AZU6000 
1711024167,e49a9f,-23.58620336500269,-46.699978810436335,105.239953804211,282.13388017063335,7.477760000000001,1386.8400000000001,1432.5600000000002,AZU6000 
1711024168,e49a9f,-23.585644738148858,-46.702880859375,105.239953804211,282.13388017063335,7.477760000000001,1409.7,1432.5600000000002,AZU6000 
1711024169,e49a9f,-23.585644738148858,-46.702880859375,105.239953804211,282.13388017063335,7.477760000000001,1417.3200000000002,1432.5600000000002,AZU6000 
1711024170,e49a9f,-23.585272320246304,-46.70490192917157,108.65977978831158,281.4695303328669,7.80288,1424.94,1463.0400000000002,AZU6000 
1711024171,e49a9f,-23.585174560546875,-46.705525716145814,109.668312338093,281.3626424679018,8.128,1424.94,1470.66,AZU6000 
1711024172,e49a9f,-23.58489990234375,-46.7070266435731,109.668312338093,281.3626424679018,8.128,1440.18,1470.66,AZU6000 
1711024173,e49a9f,-23.584667141154682,-46.70832220113499,109.668312338093,281.3626424679018,8.128,1447.8000000000002,1470.66,AZU6000 
1711024174,e49a9f,-23.584574036679044,-46.70873677955484,112.19126098635384,281.1038334366361,8.77824,1455.42,1493.5200000000002,AZU6000 
1711024175,e49a9f,-23.5843505859375,-46.70989990234375,112.19126098635384,281.1038334366361,8.77824,1463.04,1493.5200000000002,AZU6000 
1711024176,e49a9f,-23.5843505859375,-46.70989990234375,112.19126098635384,281.1038334366361,8.77824,1470.66,1493.5200000000002,AZU6000 
1711024177,e49a9f,-23.5843505859375,-46.70989990234375,112.19126098635384,281.1038334366361,8.77824,1478.28,1493.5200000000002,AZU6000 
1711024178,e49a9f,-23.583689544160507,-46.71355625368511,115.41903976463198,281.30993247402023,8.128,1485.9,1531.62,AZU6000 
1711024179,e49a9f,-23.583480834960938,-46.714680989583314,117.03346601850492,281.4087182028818,8.128,1493.52,1546.86,AZU6000 
