icao24,callsign,estdepartureairport,estarrivalairport,firstseen,lastseen,takeofftime,landingtime,takeofflatitude,takeofflongitude,landinglatitude,landinglongitude
e49a97,AZU6011 ,SBSP,SBBR,1718707659,1718712674,,,,,,
e48c03,GLO1440 ,SBSP,SBBR,1718708989,1718713769,,,,,,
e48fc1,TAM3006 ,SBSP,SBBR,1718710355,1718715236,,,,,,
e494b3,AZU6000 ,SBSP,SBBR,1718713159,1718717920,,,,,,
e49907,3004    ,SBSP,SBBR,1718715254,1718720090,,,,,,
1c9df9,PPARA   ,SBSP,SBBR,1718715431,1718719944,,,,,,
e49caa,GLO1206 ,SBSP,SBBR,1718717400,1718722371,,,,,,
e4944e,TAM4700 ,SBSP,SBBR,1718718464,1718723335,,,,,,
e48e77,GLO1444 ,SBSP,SBBR,1718721861,1718726699,,,,,,
e48274,TAM3008 ,SBSP,SBBR,1718722371,1718727333,,,,,,
e49a97,AZU6002 ,SBSP,SBBR,1718726565,1718731574,,,,,,
e48dc1,TAM3108 ,SBSP,SBBR,1718728374,1718733269,,,,,,
e495df,AZU6004 ,SBSP,SBBR,1718731410,1718736500,,,,,,
e49a7f,PSNSA   ,SBSP,SBBR,1718731640,1718737985,,,,,,
e48db0,GLO1452 ,SBSP,SBBR,1718732262,1718737276,,,,,,
e49763,TAM3709 ,SBSP,SBBR,1718733991,1718748125,,,,,,
e4803d,TAM3581 ,SBSP,SBBR,1718734682,1718739539,,,,,,
e49890,GLO1454 ,SBSP,SBBR,1718738662,1718743257,,,,,,
e491f0,TAM3104 ,SBSP,SBBR,1718740174,1718750142,,,,,,
e49266,GLO1456 ,SBSP,SBBR,1718744161,1718749064,,,,,,
e48f12,TAM3176 ,SBSP,SBBR,1718745897,1718759384,,,,,,
e48044,TAM3012 ,SBSP,SBBR,1718746021,1718750979,,,,,,
e4851a,TAM3787 ,SBSP,SBBR,1718750977,1718761413,,,,,,
e484fb,GLO1472 ,SBSP,SBBR,1718755225,1718760059,,,,,,
e495b2,AZU6008 ,SBSP,SBBR,1718758764,1718763052,,,,,,
e490f1,TAM3022 ,SBSP,SBBR,1718759484,1718764287,,,,,,
e48c4c,TAM3000 ,SBSP,SBBR,1718788098,1718793269,,,,,,
e48f74,PPMCG   ,SBSP,SBBR,1718788223,1718793500,,,,,,
e4919f,GLO1402 ,SBSP,SBBR,1718788597,1718793464,,,,,,
e497e5,GLO1430 ,SBSP,SBBR,1718790572,1718795339,,,,,,
e490ed,TAM3537 ,SBSP,SBBR,1718793647,1718798495,,,,,,
e495df,AZU6011 ,SBSP,SBBR,1718793761,1718798804,,,,,,
e48394,GLO1440 ,SBSP,SBBR,1718796289,1718801159,,,,,,
e49aa9,TAM3006 ,SBSP,SBBR,1718796936,1718801754,,,,,,
e495b2,AZU6000 ,SBSP,SBBR,1718800402,1718804937,,,,,,
e4988d,GLO1442 ,SBSP,SBBR,1718802464,1718807382,,,,,,
e47ffe,TAM3004 ,SBSP,SBBR,1718802755,1718807752,,,,,,
e49475,GLO1206 ,SBSP,SBBR,1718804192,1718808838,,,,,,
e49aab,TAM4700 ,SBSP,SBBR,1718805642,1718810517,,,,,,
e48620,PTPVH   ,SBSP,SBBR,1718806018,1718811231,,,,,,
e48135,TAM3008 ,SBSP,SBBR,1718807498,1718812497,,,,,,
e49476,GLO1444 ,SBSP,SBBR,1718809161,1718814017,,,,,,
e4869f,PRFNE   ,SBSP,SBBR,1718810205,1718814919,,,,,,
e495b1,AZU6002 ,SBSP,SBBR,1718811050,1718816166,,,,,,
e48236,PRODF   ,SBSP,SBBR,1718814204,1718819153,,,,,,
e48053,TAM3108 ,SBSP,SBBR,1718814954,1718819866,,,,,,
e495df,AZU6004 ,SBSP,SBBR,1718818180,1718823155,,,,,,
e48db1,GLO1452 ,SBSP,SBBR,1718818807,1718823702,,,,,,
e4944e,TAM3709 ,SBSP,SBBR,1718819716,1718833819,,,,,,
e495b2,AZU6006 ,SBSP,SBBR,1718823196,1718828454,,,,,,
e4926f,GLO1454 ,SBSP,SBBR,1718824860,1718829624,,,,,,
e495b1,AZU4524 ,SBSP,SBBR,1718830650,1718835656,,,,,,
e48e77,GLO1456 ,SBSP,SBBR,1718831700,1718836798,,,,,,
e48274,TAM3012 ,SBSP,SBBR,1718832163,1718837134,,,,,,
e48053,TAM3176 ,SBSP,SBBR,1718833808,1718845761,,,,,,
e483dd,TAM3018 ,SBSP,SBBR,1718837095,1718842042,,,,,,
e48198,TAM3787 ,SBSP,SBBR,1718837237,1718847547,,,,,,
e48855,GLO1472 ,SBSP,SBBR,1718841976,1718846847,,,,,,
e4982e,PSJES   ,SBSP,SBBR,1718843152,1718848018,,,,,,
e48045,TAM3022 ,SBSP,SBBR,1718844399,1718849219,,,,,,
e495b2,AZU6008 ,SBSP,SBBR,1718845419,1718850526,,,,,,
e48135,TAM3000 ,SBSP,SBBR,1718874782,1718879661,,,,,,
e4926f,GLO1402 ,SBSP,SBBR,1718875040,1718880115,,,,,,
e494bb,GLO1430 ,SBSP,SBBR,1718876462,1718881396,,,,,,
e495b1,AZU6011 ,SBSP,SBBR,1718880157,1718885006,,,,,,
e4919f,GLO1440 ,SBSP,SBBR,1718882362,1718887088,,,,,,
e4944e,TAM3537 ,SBSP,SBBR,1718882460,1718887306,,,,,,
e48b65,TAM3006 ,SBSP,SBBR,1718885030,1718889818,,,,,,
e495b2,AZU6000 ,SBSP,SBBR,1718886681,1718891283,,,,,,
e48db1,GLO1442 ,SBSP,SBBR,1718888353,1718892821,,,,,,
e48c4c,TAM3004 ,SBSP,SBBR,1718888656,1718893562,,,,,,
e48618,GLO1206 ,SBSP,SBBR,1718891053,1718896090,,,,,,
e49c59,TAM4700 ,SBSP,SBBR,1718892751,1718897769,,,,,,
e48394,GLO1444 ,SBSP,SBBR,1718894166,1718899046,,,,,,
e49a96,AZU6002 ,SBSP,SBBR,1718897881,1718902990,,,,,,
e4819c,TAM3108 ,SBSP,SBBR,1718901998,1718907119,,,,,,
e495b1,AZU6004 ,SBSP,SBBR,1718904311,1718909056,,,,,,
e48135,TAM4704 ,SBSP,SBBR,1718906568,1718920211,,,,,,
e48ad5,TAM3581 ,SBSP,SBBR,1718906977,1718911794,,,,,,
e48b01,GLO1452 ,SBSP,SBBR,1718907488,1718912725,,,,,,
e495b2,AZU6006 ,SBSP,SBBR,1718910690,1718915729,,,,,,
e4919e,GLO1454 ,SBSP,SBBR,1718912482,1718917756,,,,,,
e490ef,TAM3104 ,SBSP,SBBR,1718913826,1718923480,,,,,,
e495df,AZU4524 ,SBSP,SBBR,1718917920,1718922955,,,,,,
e48e78,GLO1456 ,SBSP,SBBR,1718918780,1718923691,,,,,,
e48dc2,TAM3176 ,SBSP,SBBR,1718919128,1718931680,,,,,,
e49aa9,TAM3012 ,SBSP,SBBR,1718919484,1718924319,,,,,,
e49908,TAM3787 ,SBSP,SBBR,1718923143,1718934125,,,,,,
e494bc,GLO1472 ,SBSP,SBBR,1718928144,1718933009,,,,,,
e491f0,TAM3022 ,SBSP,SBBR,1718930502,1718935089,,,,,,
e495b2,AZU6008 ,SBSP,SBBR,1718930875,1718935976,,,,,,
e48b64,TAM3000 ,SBSP,SBBR,1718961041,1718965849,,,,,,
e49b53,GLO1402 ,SBSP,SBBR,1718961294,1718966393,,,,,,
e40144,FAB2585 ,SBSP,SBBR,1718963086,1718968367,,,,,,
e49314,TAM3537 ,SBSP,SBBR,1718966114,1718970858,,,,,,
e495df,AZU6011 ,SBSP,SBBR,1718966556,1718971363,,,,,,
e48120,GLO1440 ,SBSP,SBBR,1718968127,1718972665,,,,,,
e48014,TAM3006 ,SBSP,SBBR,1718970030,1718974751,,,,,,
e49a55,AZU6000 ,SBSP,SBBR,1718972709,1718977306,,,,,,
e48c03,GLO1442 ,SBSP,SBBR,1718975166,1718979851,,,,,,
e486c2,TAM4700 ,SBSP,SBBR,1718977860,1718982704,,,,,,
e49525,GLO1444 ,SBSP,SBBR,1718980983,1718985575,,,,,,
e49a96,AZU6002 ,SBSP,SBBR,1718987199,1718991989,,,,,,
e48dc2,TAM3108 ,SBSP,SBBR,1718988900,1718993666,,,,,,
e495df,AZU6004 ,SBSP,SBBR,1718990691,1718995582,,,,,,
e48ad4,TAM4704 ,SBSP,SBBR,1718993520,1719006973,,,,,,
e48ad5,TAM3581 ,SBSP,SBBR,1718993910,1718998851,,,,,,
e48106,GLO1452 ,SBSP,SBBR,1718994549,1718999023,,,,,,
e49a55,AZU6006 ,SBSP,SBBR,1718996320,1719001000,,,,,,
e482c0,GLO1763 ,SBSP,SBBR,1718997997,1719009250,,,,,,
e49890,GLO1454 ,SBSP,SBBR,1718999003,1719003681,,,,,,
e48c4c,TAM3104 ,SBSP,SBBR,1718999653,1719009482,,,,,,
e4982e,PSJES   ,SBSP,SBBR,1719001508,1719006780,,,,,,
e48044,TAM3012 ,SBSP,SBBR,1719004913,1719009902,,,,,,
e48e46,TAM3176 ,SBSP,SBBR,1719005064,1719018299,,,,,,
e483dd,TAM3787 ,SBSP,SBBR,1719009846,1719019876,,,,,,
e4952b,GLO1472 ,SBSP,SBBR,1719014780,1719019581,,,,,,
e49a55,AZU6008 ,SBSP,SBBR,1719016864,1719021677,,,,,,
e48ad5,TAM3022 ,SBSP,SBBR,1719017673,1719022436,,,,,,
e47e7f,GLO1402 ,SBSP,SBBR,1719047565,1719052468,,,,,,
e49529,GLO1430 ,SBSP,SBBR,1719049850,1719054739,,,,,,
e4926f,GLO1440 ,SBSP,SBBR,1719055462,1719060321,,,,,,
e49180,TAM3004 ,SBSP,SBBR,1719056583,1719061513,,,,,,
e49cab,GLO1442 ,SBSP,SBBR,1719061591,1719066372,,,,,,
e48275,TAM4700 ,SBSP,SBBR,1719064054,1719068999,,,,,,
e49763,TAM3709 ,SBSP,SBBR,1719070958,1719085856,,,,,,
e4808c,TAM3609 ,SBSP,SBBR,1719075951,1719080899,,,,,,
e480f9,TAM3098 ,SBSP,SBBR,1719084619,1719095491,,,,,,
e4917e,AZU6006 ,SBSP,SBBR,1719086881,1719092086,,,,,,
e486c1,TAM3016 ,SBSP,SBBR,1719087420,1719092325,,,,,,
e48c05,GLO1456 ,SBSP,SBBR,1719091298,1719096106,,,,,,
e48045,TAM3846 ,SBSP,SBBR,1719092529,1719097191,,,,,,
e48db0,GLO1402 ,SBSP,SBBR,1719133860,1719138843,,,,,,
e4956e,GLO1440 ,SBSP,SBBR,1719140976,1719145691,,,,,,
e486c2,TAM3004 ,SBSP,SBBR,1719142148,1719146924,,,,,,
e483ba,FAB2590 ,SBSP,SBBR,1719144785,1719149707,,,,,,
e48c03,GLO1442 ,SBSP,SBBR,1719146642,1719151450,,,,,,
e48989,GLO1206 ,SBSP,SBBR,1719148992,1719153881,,,,,,
e49aaa,TAM3008 ,SBSP,SBBR,1719150932,1719155669,,,,,,
e49a97,AZU6002 ,SBSP,SBBR,1719156035,1719160874,,,,,,
e48275,TAM3010 ,SBSP,SBBR,1719160890,1719165711,,,,,,
e486c2,TAM3192 ,SBSP,SBBR,1719161133,1719174267,,,,,,
e49835,PSELO   ,SBSP,SBBR,1719164836,1719169632,,,,,,
e48c04,GLO1452 ,SBSP,SBBR,1719165489,1719170039,,,,,,
e490f0,TAM3012 ,SBSP,SBBR,1719165993,1719170758,,,,,,
e4999d,TAM3472 ,SBSP,SBBR,1719170062,1719181798,,,,,,
e48db2,GLO1454 ,SBSP,SBBR,1719170342,1719174922,,,,,,
e48044,TAM3176 ,SBSP,SBBR,1719173755,1719188118,,,,,,
e49608,AZU4524 ,SBSP,SBBR,1719175682,1719180401,,,,,,
e48986,GLO1456 ,SBSP,SBBR,1719176795,1719181490,,,,,,
e49529,GLO1472 ,SBSP,SBBR,1719187372,1719191939,,,,,,
e47ffe,TAM4554 ,SBSP,SBBR,1719189532,1719194213,,,,,,
e490f0,TAM3022 ,SBSP,SBBR,1719191884,1719196551,,,,,,
e49221,TAM3000 ,SBSP,SBBR,1719220543,1719225389,,,,,,
e48f04,GLO1402 ,SBSP,SBBR,1719221162,1719225888,,,,,,
e497e7,GLO1430 ,SBSP,SBBR,1719222392,1719226993,,,,,,
e480d1,TAM3537 ,SBSP,SBBR,1719226113,1719230575,,,,,,
e49608,AZU6011 ,SBSP,SBBR,1719226254,1719231018,,,,,,
e49526,GLO1440 ,SBSP,SBBR,1719229083,1719233669,,,,,,
e48044,TAM3006 ,SBSP,SBBR,1719229322,1719234051,,,,,,
e493b9,AZU6000 ,SBSP,SBBR,1719231360,1719235931,,,,,,
e4988f,GLO1442 ,SBSP,SBBR,1719233141,1719237709,,,,,,
e48ce6,TAM3004 ,SBSP,SBBR,1719233932,1719238679,,,,,,
e49529,GLO1206 ,SBSP,SBBR,1719235470,1719240206,,,,,,
e49764,TAM3008 ,SBSP,SBBR,1719239583,1719244377,,,,,,
e49958,GLO1444 ,SBSP,SBBR,1719241006,1719245659,,,,,,
e49a97,AZU6002 ,SBSP,SBBR,1719243223,1719248108,,,,,,
e48ad5,TAM3108 ,SBSP,SBBR,1719246697,1719251494,,,,,,
e47f41,        ,SBSP,SBBR,1719247785,1719253347,,,,,,
e49608,AZU6004 ,SBSP,SBBR,1719249831,1719254919,,,,,,
e48989,GLO1452 ,SBSP,SBBR,1719251761,1719256927,,,,,,
e49c59,TAM3709 ,SBSP,SBBR,1719252306,1719265975,,,,,,
e48b64,TAM3581 ,SBSP,SBBR,1719252915,1719257861,,,,,,
e49af4,AZU6006 ,SBSP,SBBR,1719254657,1719259459,,,,,,
e48ce6,TAM3104 ,SBSP,SBBR,1719258469,1719267947,,,,,,
e49a97,AZU4524 ,SBSP,SBBR,1719262011,1719266817,,,,,,
e47f4f,GLO1456 ,SBSP,SBBR,1719263668,1719268385,,,,,,
e483dd,TAM3787 ,SBSP,SBBR,1719269134,1719279320,,,,,,
e49529,GLO1472 ,SBSP,SBBR,1719273744,1719278663,,,,,,
e490f1,TAM3022 ,SBSP,SBBR,1719276775,1719281391,,,,,,
e49ec9,AZU6008 ,SBSP,SBBR,1719277380,1719282179,,,,,,
e490ef,TAM3000 ,SBSP,SBBR,1719306789,1719311658,,,,,,
e48f03,GLO1430 ,SBSP,SBBR,1719308026,1719312770,,,,,,
e49e74,PPNVI   ,SBSP,SBBR,1719310605,1719315413,,,,,,
e49a97,AZU6011 ,SBSP,SBBR,1719311626,1719316570,,,,,,
e47ffe,TAM3537 ,SBSP,SBBR,1719311936,1719316798,,,,,,
e49524,GLO1440 ,SBSP,SBBR,1719313676,1719318506,,,,,,
e48b66,TAM3006 ,SBSP,SBBR,1719314723,1719319797,,,,,,
e4948c,AZU6000 ,SBSP,SBBR,1719318185,1719322949,,,,,,
e47ed1,GLO1442 ,SBSP,SBBR,1719319389,1719324263,,,,,,
e486c3,TAM3004 ,SBSP,SBBR,1719320619,1719325589,,,,,,
e48f02,GLO1206 ,SBSP,SBBR,1719322166,1719327768,,,,,,
e4917f,TAM4700 ,SBSP,SBBR,1719323213,1719328213,,,,,,
e400d9,FAB2101 ,SBSP,SBBR,1719326126,1719330861,,,,,,
e49104,GLO1444 ,SBSP,SBBR,1719326294,1719331065,,,,,,
e486c2,TAM3008 ,SBSP,SBBR,1719326412,1719331409,,,,,,
e49a97,AZU6002 ,SBSP,SBBR,1719329520,1719334497,,,,,,
e49764,TAM3108 ,SBSP,SBBR,1719333336,1719338308,,,,,,
e48989,GLO1452 ,SBSP,SBBR,1719336504,1719341484,,,,,,
e495df,AZU6004 ,SBSP,SBBR,1719336720,1719341669,,,,,,
e49aaa,TAM3709 ,SBSP,SBBR,1719337743,1719351751,,,,,,
e486c3,TAM3581 ,SBSP,SBBR,1719339491,1719344339,,,,,,
e4948c,AZU6006 ,SBSP,SBBR,1719341982,1719347054,,,,,,
e48395,GLO1454 ,SBSP,SBBR,1719343357,1719348266,,,,,,
e48273,TAM3104 ,SBSP,SBBR,1719345120,1719354999,,,,,,
e49a87,AZU4524 ,SBSP,SBBR,1719348360,1719353553,,,,,,
e48fb5,GLO1456 ,SBSP,SBBR,1719348792,1719354040,,,,,,
e48011,TAM3012 ,SBSP,SBBR,1719351227,1719356149,,,,,,
e48f12,TAM3176 ,SBSP,SBBR,1719351509,1719363577,,,,,,
e48be3,TAM3018 ,SBSP,SBBR,1719355703,1719360629,,,,,,
e4851b,TAM4546 ,SBSP,SBBR,1719360522,1719365599,,,,,,
e49527,GLO1472 ,SBSP,SBBR,1719361144,1719366610,,,,,,
e4948c,AZU6008 ,SBSP,SBBR,1719363485,1719369196,,,,,,
e48395,GLO1430 ,SBSP,SBBR,1719395480,1719400462,,,,,,
e48e55,TAM3537 ,SBSP,SBBR,1719398371,1719403195,,,,,,
e49a87,AZU6011 ,SBSP,SBBR,1719398558,1719403617,,,,,,
e49220,TAM3108 ,SBSP,SBBR,1719420360,1719425065,,,,,,
e49a87,AZU6004 ,SBSP,SBBR,1719423455,1719428123,,,,,,
e49a55,AZU4612 ,SBSP,SBBR,1719423821,1719442292,,,,,,
e48044,TAM4704 ,SBSP,SBBR,1719424594,1719438317,,,,,,
e49908,TAM4649 ,SBSP,SBBR,1719426528,1719439550,,,,,,
e48c2f,GLO1757 ,SBSP,SBBR,1719429897,1719440839,,,,,,
e49890,GLO1454 ,SBSP,SBBR,1719430354,1719435059,,,,,,
e4944e,TAM3104 ,SBSP,SBBR,1719432069,1719441606,,,,,,
e49700,PSVRC   ,SBSP,SBBR,1719434764,1719439397,,,,,,
e48c4c,TAM3012 ,SBSP,SBBR,1719438051,1719442789,,,,,,
e48ad4,TAM3176 ,SBSP,SBBR,1719438802,1719451515,,,,,,
e49314,TAM3787 ,SBSP,SBBR,1719441920,1719451704,,,,,,
e48198,TAM3018 ,SBSP,SBBR,1719442629,1719447383,,,,,,
e48fb6,GLO1472 ,SBSP,SBBR,1719447407,1719451990,,,,,,
e49866,AZU6008 ,SBSP,SBBR,1719449326,1719453903,,,,,,
e48ad5,TAM3022 ,SBSP,SBBR,1719449684,1719454497,,,,,,
e48fc1,TAM3000 ,SBSP,SBBR,1719479599,1719484493,,,,,,
e49405,GLO1402 ,SBSP,SBBR,1719479765,1719484665,,,,,,
e4956e,GLO1430 ,SBSP,SBBR,1719481213,1719485939,,,,,,
e4966d,AZU6011 ,SBSP,SBBR,1719484932,1719490009,,,,,,
e49698,TAM3537 ,SBSP,SBBR,1719485250,1719490257,,,,,,
e48986,GLO1440 ,SBSP,SBBR,1719487614,1719492285,,,,,,
e480f9,TAM3006 ,SBSP,SBBR,1719488054,1719493006,,,,,,
e492a6,AZU6000 ,SBSP,SBBR,1719490330,1719495294,,,,,,
e48501,GLO1442 ,SBSP,SBBR,1719491871,1719496589,,,,,,
e48273,TAM3004 ,SBSP,SBBR,1719492955,1719497783,,,,,,
e49526,GLO1206 ,SBSP,SBBR,1719494280,1719498808,,,,,,
e48135,TAM4700 ,SBSP,SBBR,1719495486,1719500323,,,,,,
e483dd,TAM3008 ,SBSP,SBBR,1719499081,1719503728,,,,,,
e48fb6,GLO1444 ,SBSP,SBBR,1719499836,1719504597,,,,,,
e49a97,AZU6002 ,SBSP,SBBR,1719502173,1719507103,,,,,,
e49aaa,TAM3108 ,SBSP,SBBR,1719506625,1719511217,,,,,,
e4966d,AZU6004 ,SBSP,SBBR,1719509593,1719514694,,,,,,
e49957,GLO1452 ,SBSP,SBBR,1719509911,1719514844,,,,,,
e491f1,TAM3709 ,SBSP,SBBR,1719511215,1719524502,,,,,,
e49698,TAM3581 ,SBSP,SBBR,1719512478,1719517097,,,,,,
e492a6,AZU6006 ,SBSP,SBBR,1719514292,1719518959,,,,,,
e4950d,GLO1454 ,SBSP,SBBR,1719516276,1719520796,,,,,,
e483dd,TAM3104 ,SBSP,SBBR,1719518542,1719527979,,,,,,
e49405,GLO1456 ,SBSP,SBBR,1719522692,1719527389,,,,,,
e483bb,FAB2591 ,SBSP,SBBR,1719523662,1719528657,,,,,,
e48044,TAM3012 ,SBSP,SBBR,1719524400,1719529159,,,,,,
e48199,TAM3787 ,SBSP,SBBR,1719528430,1719539257,,,,,,
e4808c,TAM3022 ,SBSP,SBBR,1719534162,1719538867,,,,,,
e492a6,AZU6008 ,SBSP,SBBR,1719535581,1719540309,,,,,,
e481d8,GLO1402 ,SBSP,SBBR,1719565809,1719570629,,,,,,
e48fb5,GLO1430 ,SBSP,SBBR,1719567873,1719572507,,,,,,
e49a87,AZU6011 ,SBSP,SBBR,1719571201,1719576088,,,,,,
e48ce7,TAM3537 ,SBSP,SBBR,1719571801,1719576416,,,,,,
e48f02,GLO1440 ,SBSP,SBBR,1719573533,1719578243,,,,,,
e48b65,TAM3006 ,SBSP,SBBR,1719574563,1719579249,,,,,,
e493d1,AZU6000 ,SBSP,SBBR,1719577111,1719581778,,,,,,
e48f04,GLO1442 ,SBSP,SBBR,1719578805,1719583418,,,,,,
e490ef,TAM3004 ,SBSP,SBBR,1719579484,1719584279,,,,,,
e48501,GLO1206 ,SBSP,SBBR,1719581048,1719585646,,,,,,
e48fc1,TAM4700 ,SBSP,SBBR,1719584400,1719589216,,,,,,
e47f41,        ,SBSP,SBBR,1719585411,1719590892,,,,,,
e48c4c,TAM3008 ,SBSP,SBBR,1719586910,1719591566,,,,,,
e48620,PTPVH   ,SBSP,SBBR,1719587342,1719592135,,,,,,
e49528,GLO1444 ,SBSP,SBBR,1719587581,1719592368,,,,,,
e495fc,AZU6002 ,SBSP,SBBR,1719591062,1719595888,,,,,,
e48c4d,TAM3108 ,SBSP,SBBR,1719593106,1719597890,,,,,,
e49a87,AZU6004 ,SBSP,SBBR,1719595265,1719600206,,,,,,
e4923f,PPVFV   ,SBSP,SBBR,1719595866,1719600756,,,,,,
e48dc2,TAM3709 ,SBSP,SBBR,1719597624,1719611423,,,,,,
e4919f,GLO1452 ,SBSP,SBBR,1719598712,1719603328,,,,,,
e49c59,TAM3581 ,SBSP,SBBR,1719599700,1719604554,,,,,,
e4956e,GLO1454 ,SBSP,SBBR,1719604953,1719610247,,,,,,
e49b53,GLO1456 ,SBSP,SBBR,1719610508,1719615404,,,,,,
e4851b,TAM3018 ,SBSP,SBBR,1719614405,1719619708,,,,,,
e48199,TAM3787 ,SBSP,SBBR,1719614867,1719625123,,,,,,
e48501,GLO1472 ,SBSP,SBBR,1719620844,1719625653,,,,,,
e493d1,AZU6008 ,SBSP,SBBR,1719621958,1719626769,,,,,,
e4999d,TAM3022 ,SBSP,SBBR,1719622461,1719627209,,,,,,
e48fb5,GLO1430 ,SBSP,SBBR,1719654106,1719659321,,,,,,
e4988c,GLO1402 ,SBSP,SBBR,1719654333,1719659566,,,,,,
e49529,GLO1440 ,SBSP,SBBR,1719660874,1719665948,,,,,,
e48044,TAM3004 ,SBSP,SBBR,1719661285,1719666402,,,,,,
e48613,GLO1442 ,SBSP,SBBR,1719666103,1719670971,,,,,,
e49220,TAM4700 ,SBSP,SBBR,1719668700,1719673777,,,,,,
e48896,PRLPG   ,SBSP,SBBR,1719672520,1719677588,,,,,,
e48dc1,TAM3192 ,SBSP,SBBR,1719676183,1719690348,,,,,,
e490ee,TAM3609 ,SBSP,SBBR,1719682189,1719687359,,,,,,
e486c1,TAM3098 ,SBSP,SBBR,1719689617,1719700180,,,,,,
e48be3,TAM3016 ,SBSP,SBBR,1719691871,1719696828,,,,,,
e49a9f,AZU6006 ,SBSP,SBBR,1719694026,1719699022,,,,,,
e49314,TAM3846 ,SBSP,SBBR,1719697082,1719701992,,,,,,
e47f4f,GLO1402 ,SBSP,SBBR,1719738378,1719743518,,,,,,
e483be,GLO1440 ,SBSP,SBBR,1719745282,1719750499,,,,,,
e48011,TAM3004 ,SBSP,SBBR,1719746940,1719752006,,,,,,
e49050,AZU6000 ,SBSP,SBBR,1719749108,1719754403,,,,,,
e48618,GLO1206 ,SBSP,SBBR,1719753270,1719758391,,,,,,
e48014,TAM3008 ,SBSP,SBBR,1719754687,1719759917,,,,,,
e490b1,AZU6002 ,SBSP,SBBR,1719761484,1719766797,,,,,,
e47fa6,TAM3010 ,SBSP,SBBR,1719766171,1719771236,,,,,,
e49524,GLO1452 ,SBSP,SBBR,1719769025,1719774028,,,,,,
e48b65,TAM3012 ,SBSP,SBBR,1719771285,1719776441,,,,,,
e490ee,TAM3176 ,SBSP,SBBR,1719778219,1719793211,,,,,,
e49608,AZU4524 ,SBSP,SBBR,1719781418,1719786782,,,,,,
e49889,GLO1456 ,SBSP,SBBR,1719782029,1719787129,,,,,,
e4894f,TAM3609 ,SBSP,SBBR,1719783471,1719788392,,,,,,
e48274,TAM4554 ,SBSP,SBBR,1719794116,1719799184,,,,,,
e4805d,TAM3022 ,SBSP,SBBR,1719797527,1719802719,,,,,,
e49c59,TAM3000 ,SBSP,SBBR,1719825336,1719830545,,,,,,
e49b51,GLO1402 ,SBSP,SBBR,1719825736,1719830878,,,,,,
e48394,GLO1430 ,SBSP,SBBR,1719827320,1719832589,,,,,,
e49590,AZU6011 ,SBSP,SBBR,1719830714,1719835819,,,,,,
e47fa6,TAM3006 ,SBSP,SBBR,1719832822,1719838127,,,,,,
a14f98,PSRBI   ,SBSP,SBBR,1719834554,1719840010,,,,,,
e49608,AZU6000 ,SBSP,SBBR,1719836659,1719842028,,,,,,
e47e7e,GLO1442 ,SBSP,SBBR,1719838413,1719843566,,,,,,
e49c5a,TAM3004 ,SBSP,SBBR,1719839092,1719844252,,,,,,
e490f1,TAM4700 ,SBSP,SBBR,1719842961,1719848022,,,,,,
e49528,GLO1444 ,SBSP,SBBR,1719843694,1719848759,,,,,,
e49506,PROGS   ,SBSP,SBBR,1719843811,1719849335,,,,,,
e486c3,TAM3008 ,SBSP,SBBR,1719845316,1719850693,,,,,,
e49a97,AZU6002 ,SBSP,SBBR,1719849555,1719854879,,,,,,
e495b3,AZU4612 ,SBSP,SBBR,1719850230,1719872850,,,,,,
e48014,TAM3108 ,SBSP,SBBR,1719852311,1719857415,,,,,,
e49608,AZU6004 ,SBSP,SBBR,1719854708,1719860223,,,,,,
e48db0,GLO1975 ,SBSP,SBBR,1719855040,1719872023,,,,,,
e482c0,GLO1452 ,SBSP,SBBR,1719855620,1719860616,,,,,,
e49c59,TAM3709 ,SBSP,SBBR,1719856530,1719871216,,,,,,
e49c5a,TAM3581 ,SBSP,SBBR,1719857331,1719862341,,,,,,
e49590,AZU6006 ,SBSP,SBBR,1719860251,1719865207,,,,,,
e4950d,GLO1454 ,SBSP,SBBR,1719862037,1719867148,,,,,,
e48ce6,TAM3104 ,SBSP,SBBR,1719863451,1719873441,,,,,,
e49ec9,AZU4524 ,SBSP,SBBR,1719865395,1719870181,,,,,,
e49528,GLO1456 ,SBSP,SBBR,1719868574,1719873626,,,,,,
e49697,TAM3012 ,SBSP,SBBR,1719869910,1719874792,,,,,,
e49314,TAM3787 ,SBSP,SBBR,1719873327,1719884441,,,,,,
e4894e,TAM3018 ,SBSP,SBBR,1719873648,1719878527,,,,,,
e49590,AZU6008 ,SBSP,SBBR,1719880054,1719884925,,,,,,
e49763,TAM3022 ,SBSP,SBBR,1719882090,1719886919,,,,,,
e48275,TAM3000 ,SBSP,SBBR,1719911370,1719916067,,,,,,
e49270,GLO1402 ,SBSP,SBBR,1719911635,1719916300,,,,,,
e48e78,GLO1430 ,SBSP,SBBR,1719912949,1719917457,,,,,,
e49279,PRHRO   ,SBSP,SBBR,1719916700,1719921879,,,,,,
e49346,AZU6011 ,SBSP,SBBR,1719916882,1719921476,,,,,,
e49764,TAM3537 ,SBSP,SBBR,1719917267,1719922005,,,,,,
e49608,AZU6000 ,SBSP,SBBR,1719922717,1719927534,,,,,,
e48624,PRALU   ,SBSP,SBBR,1719923438,1719928591,,,,,,
e482c0,GLO1442 ,SBSP,SBBR,1719924269,1719928947,,,,,,
