icao24,callsign,estdepartureairport,estarrivalairport,firstseen,lastseen,takeofftime,landingtime,takeofflatitude,takeofflongitude,landinglatitude,landinglongitude
e4923f,PPVFV   ,SBSP,SBBR,1717514715,1717520032,,,,,,
e49a87,AZU6002 ,SBSP,SBBR,1717515621,1717520719,,,,,,
e48dc1,TAM3108 ,SBSP,SBBR,1717518650,1717523587,,,,,,
e48ce7,TAM3609 ,SBSP,SBBR,1717521336,1717526270,,,,,,
e49a9f,AZU6004 ,SBSP,SBBR,1717522230,1717527223,,,,,,
e4952a,GLO1452 ,SBSP,SBBR,1717522711,1717527380,,,,,,
e48c2f,GLO1975 ,SBSP,SBBR,1717522867,1717539906,,,,,,
e49220,TAM3709 ,SBSP,SBBR,1717523480,1717538279,,,,,,
e486c3,TAM3581 ,SBSP,SBBR,1717525174,1717530074,,,,,,
e492a6,AZU6006 ,SBSP,SBBR,1717527647,1717532485,,,,,,
e48f62,PRRNY   ,SBSP,SBBR,1717528100,1717536228,,,,,,
e4988b,GLO1454 ,SBSP,SBBR,1717528783,1717533543,,,,,,
e48e46,TAM3104 ,SBSP,SBBR,1717530245,1717540457,,,,,,
e49a87,AZU4524 ,SBSP,SBBR,1717533854,1717538743,,,,,,
e494bc,GLO1456 ,SBSP,SBBR,1717534914,1717539816,,,,,,
e49698,TAM3176 ,SBSP,SBBR,1717535973,1717548958,,,,,,
e495db,TAM3012 ,SBSP,SBBR,1717536243,1717541168,,,,,,
e491a3,TAM3787 ,SBSP,SBBR,1717540698,1717551916,,,,,,
e483dd,TAM3018 ,SBSP,SBBR,1717540769,1717545657,,,,,,
e486c3,TAM3022 ,SBSP,SBBR,1717547943,1717552716,,,,,,
e492a6,AZU6008 ,SBSP,SBBR,1717548105,1717552882,,,,,,
e49bdf,PSSTE   ,SBSP,SBBR,1717551103,1717555738,,,,,,
e48dc1,TAM3000 ,SBSP,SBBR,1717578535,1717583448,,,,,,
e49b53,GLO1402 ,SBSP,SBBR,1717578687,1717583743,,,,,,
e4988c,GLO1430 ,SBSP,SBBR,1717580769,1717585369,,,,,,
e48a10,PPSFY   ,SBSP,SBBR,1717581256,1717586337,,,,,,
e40173,PSRZN   ,SBSP,SBBR,1717583141,1717587558,,,,,,
e49a87,AZU6011 ,SBSP,SBBR,1717583612,1717588427,,,,,,
e48011,TAM3537 ,SBSP,SBBR,1717583773,1717588668,,,,,,
e4a02a,PSOTZ   ,SBSP,SBBR,1717584149,1717588969,,,,,,
e49279,PRHRO   ,SBSP,SBBR,1717584913,1717589984,,,,,,
e48e77,GLO1440 ,SBSP,SBBR,1717585765,1717590686,,,,,,
e49aa8,TAM3006 ,SBSP,SBBR,1717586913,1717591784,,,,,,
e49f03,PSVTT   ,SBSP,SBBR,1717587915,1717594205,,,,,,
e492a6,AZU6000 ,SBSP,SBBR,1717589771,1717594565,,,,,,
e49955,GLO1442 ,SBSP,SBBR,1717591518,1717596329,,,,,,
e47d27,PTOVU   ,SBSP,SBBR,1717591696,1717596509,,,,,,
e49aa9,TAM3004 ,SBSP,SBBR,1717592070,1717596688,,,,,,
e49439,PRSMG   ,SBSP,SBBR,1717593754,1717598659,,,,,,
e4926f,GLO1206 ,SBSP,SBBR,1717594060,1717599010,,,,,,
e491f0,TAM4700 ,SBSP,SBBR,1717595820,1717600529,,,,,,
e49c21,PSLMP   ,SBSP,SBBR,1717597050,1717601489,,,,,,
e4943e,GLO1444 ,SBSP,SBBR,1717599647,1717604298,,,,,,
e495de,AZU6002 ,SBSP,SBBR,1717602791,1717607716,,,,,,
e4923f,PPVFV   ,SBSP,SBBR,1717605060,1717610042,,,,,,
e49764,TAM3108 ,SBSP,SBBR,1717605680,1717610414,,,,,,
e480a6,PRNIO   ,SBSP,SBBR,1717608161,1717612990,,,,,,
e47e7e,GLO1452 ,SBSP,SBBR,1717608510,1717613158,,,,,,
e49c0d,PPAFL   ,SBSP,SBBR,1717608682,1717613311,,,,,,
e49a87,AZU6004 ,SBSP,SBBR,1717609429,1717614227,,,,,,
e48274,TAM3709 ,SBSP,SBBR,1717610865,1717624764,,,,,,
e49aa9,TAM3581 ,SBSP,SBBR,1717611348,1717616187,,,,,,
e492a6,AZU6006 ,SBSP,SBBR,1717613366,1717618152,,,,,,
e485b9,FLLK1991,SBSP,SBBR,1717614650,1717619462,,,,,,
e4988f,GLO1454 ,SBSP,SBBR,1717615680,1717620414,,,,,,
e491f0,TAM3104 ,SBSP,SBBR,1717617371,1717626538,,,,,,
e4982e,PSJES   ,SBSP,SBBR,1717619036,1717624150,,,,,,
e49608,AZU4524 ,SBSP,SBBR,1717620290,1717625082,,,,,,
e4943e,GLO1456 ,SBSP,SBBR,1717622070,1717626746,,,,,,
e491f1,TAM3176 ,SBSP,SBBR,1717622666,1717635627,,,,,,
e4827c,TAM3787 ,SBSP,SBBR,1717627489,1717637452,,,,,,
e4894e,TAM3018 ,SBSP,SBBR,1717627646,1717632445,,,,,,
e48e09,GLO1472 ,SBSP,SBBR,1717633796,1717638430,,,,,,
e49220,TAM3022 ,SBSP,SBBR,1717634469,1717639014,,,,,,
e492a6,AZU6008 ,SBSP,SBBR,1717634723,1717639679,,,,,,
e4917f,TAM3000 ,SBSP,SBBR,1717664993,1717669618,,,,,,
e49522,GLO1430 ,SBSP,SBBR,1717667197,1717672073,,,,,,
e49608,AZU6011 ,SBSP,SBBR,1717669874,1717674837,,,,,,
e49c59,TAM3537 ,SBSP,SBBR,1717670150,1717675045,,,,,,
e49524,GLO1440 ,SBSP,SBBR,1717672501,1717677081,,,,,,
e486c1,TAM3006 ,SBSP,SBBR,1717673088,1717677809,,,,,,
e49f05,PTMCM   ,SBSP,SBBR,1717675362,1717682339,,,,,,
e492a6,AZU6000 ,SBSP,SBBR,1717675808,1717680401,,,,,,
e49405,GLO1442 ,SBSP,SBBR,1717677753,1717682489,,,,,,
e480d1,TAM3004 ,SBSP,SBBR,1717678729,1717683367,,,,,,
e48014,TAM4700 ,SBSP,SBBR,1717681803,1717686419,,,,,,
e483dd,TAM3008 ,SBSP,SBBR,1717684696,1717689449,,,,,,
e48e09,GLO1444 ,SBSP,SBBR,1717685303,1717689759,,,,,,
e49a9f,AZU6002 ,SBSP,SBBR,1717690898,1717695453,,,,,,
e495db,TAM3108 ,SBSP,SBBR,1717693403,1717697847,,,,,,
e47e7c,GLO1464 ,SBSP,SBBR,1717694396,1717719702,,,,,,
e49608,AZU6004 ,SBSP,SBBR,1717694516,1717699193,,,,,,
e4919e,GLO1452 ,SBSP,SBBR,1717695291,1717700017,,,,,,
e4803d,TAM3581 ,SBSP,SBBR,1717697049,1717701736,,,,,,
e480a2,TAM3709 ,SBSP,SBBR,1717697288,1717710401,,,,,,
e492a6,AZU6006 ,SBSP,SBBR,1717699720,1717704693,,,,,,
e48396,GLO1454 ,SBSP,SBBR,1717701167,1717705739,,,,,,
e49907,TAM3104 ,SBSP,SBBR,1717703760,1717713013,,,,,,
e497e7,GLO1456 ,SBSP,SBBR,1717708980,1717713530,,,,,,
e495b1,AZU4524 ,SBSP,SBBR,1717709259,1717714300,,,,,,
e49aa9,TAM3176 ,SBSP,SBBR,1717709595,1717721920,,,,,,
e48dc1,TAM3012 ,SBSP,SBBR,1717710490,1717714792,,,,,,
e4894f,TAM3018 ,SBSP,SBBR,1717714030,1717718664,,,,,,
e491a3,TAM3787 ,SBSP,SBBR,1717714347,1717724345,,,,,,
e49a59,GLO1472 ,SBSP,SBBR,1717719080,1717723544,,,,,,
e48ec6,TAM3022 ,SBSP,SBBR,1717720518,1717725173,,,,,,
e492a6,AZU6008 ,SBSP,SBBR,1717721202,1717725708,,,,,,
e48396,GLO1402 ,SBSP,SBBR,1717751360,1717755807,,,,,,
e480d1,TAM3000 ,SBSP,SBBR,1717751890,1717756543,,,,,,
e49527,GLO1430 ,SBSP,SBBR,1717754045,1717758539,,,,,,
e495b1,AZU6011 ,SBSP,SBBR,1717757327,1717761793,,,,,,
e480f9,TAM3006 ,SBSP,SBBR,1717759505,1717764087,,,,,,
e49511,GLO1440 ,SBSP,SBBR,1717760029,1717764425,,,,,,
e480a2,TAM3004 ,SBSP,SBBR,1717766254,1717770995,,,,,,
e4999d,TAM4700 ,SBSP,SBBR,1717768720,1717773149,,,,,,
e4948b,AZU6000 ,SBSP,SBBR,1717771022,1717775412,,,,,,
e48e92,GLO1444 ,SBSP,SBBR,1717771621,1717776041,,,,,,
e49a8a,AZU6002 ,SBSP,SBBR,1717774485,1717778963,,,,,,
e48135,TAM3108 ,SBSP,SBBR,1717778040,1717782454,,,,,,
e4982e,PSJES   ,SBSP,SBBR,1717778208,1717783028,,,,,,
e48044,TAM3609 ,SBSP,SBBR,1717780652,1717785405,,,,,,
e495b1,AZU6004 ,SBSP,SBBR,1717781289,1717786009,,,,,,
e48275,TAM3709 ,SBSP,SBBR,1717782504,1717796836,,,,,,
e49476,GLO1452 ,SBSP,SBBR,1717782723,1717787115,,,,,,
e4948b,AZU6006 ,SBSP,SBBR,1717788580,1717793369,,,,,,
e49180,TAM3104 ,SBSP,SBBR,1717790374,1717799876,,,,,,
e48396,GLO1456 ,SBSP,SBBR,1717795154,1717799740,,,,,,
e4917f,TAM3012 ,SBSP,SBBR,1717795304,1717800279,,,,,,
e492d2,PRFVF   ,SBSP,SBBR,1717800193,1717804961,,,,,,
e49a97,AZU4524 ,SBSP,SBBR,1717800626,1717805181,,,,,,
e4851b,TAM3787 ,SBSP,SBBR,1717800695,1717811156,,,,,,
e49511,GLO1472 ,SBSP,SBBR,1717805121,1717809717,,,,,,
e486c1,TAM3022 ,SBSP,SBBR,1717806498,1717811290,,,,,,
e4948b,AZU6008 ,SBSP,SBBR,1717807639,1717812374,,,,,,
e48395,GLO1430 ,SBSP,SBBR,1717839602,1717843922,,,,,,
e49475,GLO1440 ,SBSP,SBBR,1717842274,1717846735,,,,,,
e480f9,TAM3004 ,SBSP,SBBR,1717846039,1717850609,,,,,,
e48394,GLO1426 ,SBSP,SBBR,1717850974,1717861549,,,,,,
e49523,GLO1442 ,SBSP,SBBR,1717851660,1717856155,,,,,,
e48274,TAM3192 ,SBSP,SBBR,1717861216,1717875481,,,,,,
e490f1,TAM3609 ,SBSP,SBBR,1717866470,1717871086,,,,,,
e4944e,TAM3098 ,SBSP,SBBR,1717875077,1717885786,,,,,,
e48be3,TAM3016 ,SBSP,SBBR,1717877058,1717881521,,,,,,
e48394,GLO1456 ,SBSP,SBBR,1717879894,1717884241,,,,,,
e48044,TAM3846 ,SBSP,SBBR,1717882676,1717887166,,,,,,
e4988e,GLO1402 ,SBSP,SBBR,1717924476,1717929199,,,,,,
e49cac,GLO1440 ,SBSP,SBBR,1717931306,1717936103,,,,,,
e47ffe,TAM3004 ,SBSP,SBBR,1717932188,1717936916,,,,,,
e48daf,AZU6000 ,SBSP,SBBR,1717935250,1717939978,,,,,,
e48db1,GLO1442 ,SBSP,SBBR,1717936611,1717941208,,,,,,
e492d2,PRFVF   ,SBSP,SBBR,1717937988,1717942906,,,,,,
e4919e,GLO1206 ,SBSP,SBBR,1717939118,1717943808,,,,,,
e480a2,TAM3008 ,SBSP,SBBR,1717940372,1717944915,,,,,,
e495b1,AZU6002 ,SBSP,SBBR,1717947452,1717952167,,,,,,
e47ffe,TAM3192 ,SBSP,SBBR,1717950512,1717963688,,,,,,
e49524,GLO1452 ,SBSP,SBBR,1717955978,1717960481,,,,,,
e490ee,TAM3012 ,SBSP,SBBR,1717957424,1717962052,,,,,,
e4988f,GLO1454 ,SBSP,SBBR,1717961252,1717965914,,,,,,
e49aab,TAM3176 ,SBSP,SBBR,1717964136,1717979184,,,,,,
e494bb,GLO1456 ,SBSP,SBBR,1717967797,1717972508,,,,,,
e495df,AZU4524 ,SBSP,SBBR,1717968510,1717973595,,,,,,
e48ec6,TAM3609 ,SBSP,SBBR,1717968932,1717973883,,,,,,
e491f0,TAM4554 ,SBSP,SBBR,1717979669,1717984335,,,,,,
e490f1,TAM3022 ,SBSP,SBBR,1717982400,1717986986,,,,,,
e48dc2,TAM3000 ,SBSP,SBBR,1718010723,1718015698,,,,,,
e49889,GLO1402 ,SBSP,SBBR,1718010820,1718015922,,,,,,
e48985,GLO1430 ,SBSP,SBBR,1718011973,1718016834,,,,,,
e49a87,AZU6011 ,SBSP,SBBR,1718015681,1718020665,,,,,,
e490ed,TAM3537 ,SBSP,SBBR,1718016131,1718021039,,,,,,
e48799,TAM3006 ,SBSP,SBBR,1718019065,1718024096,,,,,,
e49406,GLO1440 ,SBSP,SBBR,1718019344,1718024216,,,,,,
e496fc,PSDOR   ,SBSP,SBBR,1718021523,1718026479,,,,,,
e49a55,AZU6000 ,SBSP,SBBR,1718022300,1718027146,,,,,,
e47e7f,GLO1206 ,SBSP,SBBR,1718026560,1718031410,,,,,,
e486c3,TAM4700 ,SBSP,SBBR,1718027316,1718032161,,,,,,
e48f12,TAM3008 ,SBSP,SBBR,1718029446,1718034329,,,,,,
e49958,GLO1444 ,SBSP,SBBR,1718029746,1718034614,,,,,,
e49a97,AZU6002 ,SBSP,SBBR,1718034122,1718039234,,,,,,
e48044,TAM3108 ,SBSP,SBBR,1718037802,1718042623,,,,,,
e480f9,TAM3609 ,SBSP,SBBR,1718040182,1718045128,,,,,,
e49a87,AZU6004 ,SBSP,SBBR,1718040530,1718045548,,,,,,
e48be3,TAM3709 ,SBSP,SBBR,1718042972,1718057004,,,,,,
e48ec6,TAM3581 ,SBSP,SBBR,1718044897,1718049707,,,,,,
e49a55,AZU6006 ,SBSP,SBBR,1718045752,1718050534,,,,,,
e48106,GLO1454 ,SBSP,SBBR,1718047983,1718052779,,,,,,
e49314,TAM3104 ,SBSP,SBBR,1718049037,1718058609,,,,,,
e49104,GLO1456 ,SBSP,SBBR,1718053830,1718058973,,,,,,
e490ed,TAM3012 ,SBSP,SBBR,1718054733,1718059681,,,,,,
e48044,TAM3176 ,SBSP,SBBR,1718054993,1718068061,,,,,,
e49908,TAM3787 ,SBSP,SBBR,1718059318,1718070038,,,,,,
e48b01,GLO1472 ,SBSP,SBBR,1718065725,1718070575,,,,,,
e48ec6,TAM3022 ,SBSP,SBBR,1718066093,1718070866,,,,,,
e49a55,AZU6008 ,SBSP,SBBR,1718066512,1718071361,,,,,,
e480a2,TAM3000 ,SBSP,SBBR,1718097227,1718102355,,,,,,
e4952f,GLO1402 ,SBSP,SBBR,1718097438,1718102607,,,,,,
e48985,GLO1430 ,SBSP,SBBR,1718099340,1718104070,,,,,,
e49608,AZU6011 ,SBSP,SBBR,1718101922,1718106897,,,,,,
e486c1,TAM3537 ,SBSP,SBBR,1718102281,1718107094,,,,,,
e48a10,PPSFY   ,SBSP,SBBR,1718103694,1718109086,,,,,,
e48396,GLO1440 ,SBSP,SBBR,1718104444,1718109175,,,,,,
e48c4d,TAM3006 ,SBSP,SBBR,1718105267,1718110138,,,,,,
e49dd2,PSJFV   ,SBSP,SBBR,1718107147,1718111838,,,,,,
ac7af8,PSFSW   ,SBSP,SBBR,1718107538,1718112251,,,,,,
e48d6e,PPNMM   ,SBSP,SBBR,1718108352,1718113723,,,,,,
e48e92,GLO1442 ,SBSP,SBBR,1718110238,1718114678,,,,,,
e48ec6,TAM3004 ,SBSP,SBBR,1718110609,1718115448,,,,,,
e49b53,GLO1206 ,SBSP,SBBR,1718112094,1718116644,,,,,,
e49444,AZU6000 ,SBSP,SBBR,1718112229,1718117005,,,,,,
e495b7,PRRUZ   ,SBSP,SBBR,1718112911,1718120169,,,,,,
e4999d,TAM4700 ,SBSP,SBBR,1718113862,1718118626,,,,,,
ae68b5,        ,SBSP,SBBR,1718114787,1718121478,,,,,,
e48fc1,TAM3008 ,SBSP,SBBR,1718116747,1718121318,,,,,,
e49890,GLO1444 ,SBSP,SBBR,1718117374,1718122254,,,,,,
4d2066,VJT765  ,SBSP,SBBR,1718120155,1718125137,,,,,,
e49d24,AZU6002 ,SBSP,SBBR,1718120426,1718125478,,,,,,
e486c3,TAM3108 ,SBSP,SBBR,1718123056,1718127874,,,,,,
e480d1,TAM3609 ,SBSP,SBBR,1718125841,1718130666,,,,,,
e49608,AZU6004 ,SBSP,SBBR,1718126812,1718131761,,,,,,
e48db1,GLO1452 ,SBSP,SBBR,1718127789,1718132549,,,,,,
e480a2,TAM3709 ,SBSP,SBBR,1718128663,1718143176,,,,,,
e48ec6,TAM3581 ,SBSP,SBBR,1718129663,1718134409,,,,,,
e49955,GLO1454 ,SBSP,SBBR,1718133923,1718138684,,,,,,
e48dfe,PPSCN   ,SBSP,SBBR,1718134413,1718139532,,,,,,
e48fc1,TAM3104 ,SBSP,SBBR,1718134636,1718145246,,,,,,
e49a55,AZU6006 ,SBSP,SBBR,1718136955,1718141609,,,,,,
e49d24,AZU4524 ,SBSP,SBBR,1718137912,1718142824,,,,,,
e48f02,GLO1456 ,SBSP,SBBR,1718139931,1718144737,,,,,,
e49aaa,TAM3176 ,SBSP,SBBR,1718141261,1718154435,,,,,,
e4997c,TAM3012 ,SBSP,SBBR,1718141605,1718146355,,,,,,
e4827c,TAM3787 ,SBSP,SBBR,1718145738,1718156538,,,,,,
e486c2,TAM3022 ,SBSP,SBBR,1718152256,1718156875,,,,,,
e494b4,AZU6008 ,SBSP,SBBR,1718153735,1718158522,,,,,,
e480f9,TAM3006 ,SBSP,SBBR,1718192060,1718196886,,,,,,
e49af4,AZU6000 ,SBSP,SBBR,1718194504,1718199145,,,,,,
e49405,GLO1442 ,SBSP,SBBR,1718196228,1718200874,,,,,,
e48be3,TAM3004 ,SBSP,SBBR,1718196653,1718201346,,,,,,
e48a8b,PRGCR   ,SBSP,SBBR,1718198592,1718203345,,,,,,
e49266,GLO1206 ,SBSP,SBBR,1718198917,1718203732,,,,,,
e490ee,TAM4700 ,SBSP,SBBR,1718200118,1718204724,,,,,,
e486c3,TAM3008 ,SBSP,SBBR,1718202233,1718206852,,,,,,
e48eff,GLO1444 ,SBSP,SBBR,1718203055,1718207501,,,,,,
e49a8b,AZU6002 ,SBSP,SBBR,1718205580,1718210145,,,,,,
e493d1,AZU4612 ,SBSP,SBBR,1718208919,1718231463,,,,,,
e48135,TAM3108 ,SBSP,SBBR,1718210584,1718215306,,,,,,
e48b66,TAM3609 ,SBSP,SBBR,1718213080,1718217718,,,,,,
e49d24,AZU6004 ,SBSP,SBBR,1718213375,1718218365,,,,,,
e497e7,GLO1452 ,SBSP,SBBR,1718214798,1718219625,,,,,,
e48011,TAM3709 ,SBSP,SBBR,1718214979,1718228425,,,,,,
e40144,FAB2585 ,SBSP,SBBR,1718215056,1718219902,,,,,,
e480a2,TAM3581 ,SBSP,SBBR,1718215957,1718221137,,,,,,
e49af4,AZU6006 ,SBSP,SBBR,1718218279,1718223179,,,,,,
e49889,GLO1454 ,SBSP,SBBR,1718219584,1718224164,,,,,,
e486c3,TAM3104 ,SBSP,SBBR,1718221472,1718231527,,,,,,
e49d20,AZU4524 ,SBSP,SBBR,1718226393,1718231742,,,,,,
e497e5,GLO1456 ,SBSP,SBBR,1718226800,1718232143,,,,,,
e491ef,TAM3012 ,SBSP,SBBR,1718228113,1718233047,,,,,,
e49697,TAM3176 ,SBSP,SBBR,1718228781,1718241269,,,,,,
e491a3,TAM3018 ,SBSP,SBBR,1718232546,1718237123,,,,,,
e48199,TAM3787 ,SBSP,SBBR,1718232813,1718242990,,,,,,
e491f0,TAM3022 ,SBSP,SBBR,1718238979,1718243579,,,,,,
e49af4,AZU6008 ,SBSP,SBBR,1718239285,1718243921,,,,,,
e48dc2,TAM3000 ,SBSP,SBBR,1718269984,1718274948,,,,,,
e4943e,GLO1402 ,SBSP,SBBR,1718270227,1718275068,,,,,,
e497e6,GLO1430 ,SBSP,SBBR,1718271788,1718276363,,,,,,
e49d20,AZU6011 ,SBSP,SBBR,1718274905,1718279777,,,,,,
e486c2,TAM3537 ,SBSP,SBBR,1718275113,1718279921,,,,,,
e49526,GLO1440 ,SBSP,SBBR,1718277248,1718281947,,,,,,
e48045,TAM3006 ,SBSP,SBBR,1718278500,1718283236,,,,,,
e49af4,AZU6000 ,SBSP,SBBR,1718280739,1718285394,,,,,,
e49527,GLO1442 ,SBSP,SBBR,1718282490,1718286947,,,,,,
e47f41,        ,SBSP,SBBR,1718283604,1718294004,,,,,,
e48275,TAM3004 ,SBSP,SBBR,1718283720,1718288427,,,,,,
e483be,GLO1206 ,SBSP,SBBR,1718285333,1718289997,,,,,,
e490ee,TAM4700 ,SBSP,SBBR,1718286019,1718290700,,,,,,
e495b1,AZU2780 ,SBSP,SBBR,1718286975,1718298955,,,,,,
e49908,TAM3008 ,SBSP,SBBR,1718289967,1718294625,,,,,,
e49958,GLO1444 ,SBSP,SBBR,1718290604,1718295384,,,,,,
e49593,FAB3702 ,SBSP,SBBR,1718292303,1718297759,,,,,,
e4966d,AZU6002 ,SBSP,SBBR,1718294237,1718299229,,,,,,
e49aab,TAM3108 ,SBSP,SBBR,1718297441,1718302076,,,,,,
e48c4d,TAM3609 ,SBSP,SBBR,1718298914,1718303651,,,,,,
e49d20,AZU6004 ,SBSP,SBBR,1718299728,1718304674,,,,,,
e48c04,GLO1452 ,SBSP,SBBR,1718299955,1718304748,,,,,,
e49764,TAM3709 ,SBSP,SBBR,1718301700,1718315801,,,,,,
e48e55,TAM3581 ,SBSP,SBBR,1718302702,1718307413,,,,,,
e492aa,AZU6006 ,SBSP,SBBR,1718304810,1718309514,,,,,,
e48394,GLO1454 ,SBSP,SBBR,1718306061,1718310561,,,,,,
e4919e,GLO1705 ,SBSP,SBBR,1718307518,1718318141,,,,,,
e49908,TAM3104 ,SBSP,SBBR,1718308802,1718317875,,,,,,
e497e6,GLO1456 ,SBSP,SBBR,1718313730,1718318368,,,,,,
e4966d,AZU4524 ,SBSP,SBBR,1718314904,1718319592,,,,,,
e49aab,TAM3176 ,SBSP,SBBR,1718315628,1718327590,,,,,,
e49314,TAM3018 ,SBSP,SBBR,1718318988,1718323437,,,,,,
e491a3,TAM3787 ,SBSP,SBBR,1718319287,1718329589,,,,,,
e49526,GLO1472 ,SBSP,SBBR,1718324122,1718328657,,,,,,
e49a54,AZU6008 ,SBSP,SBBR,1718327316,1718332046,,,,,,
e47e7f,GLO1402 ,SBSP,SBBR,1718356413,1718361281,,,,,,
e48dc1,TAM3000 ,SBSP,SBBR,1718356831,1718361581,,,,,,
e48106,GLO1430 ,SBSP,SBBR,1718358314,1718363064,,,,,,
e4991a,PSLSS   ,SBSP,SBBR,1718359763,1718368984,,,,,,
e4966d,AZU6011 ,SBSP,SBBR,1718362114,1718366868,,,,,,
e480f9,TAM3537 ,SBSP,SBBR,1718362263,1718367216,,,,,,
e4943f,GLO1440 ,SBSP,SBBR,1718363560,1718368253,,,,,,
e48b66,TAM3006 ,SBSP,SBBR,1718364363,1718369322,,,,,,
e495b2,AZU6000 ,SBSP,SBBR,1718367381,1718372217,,,,,,
e48fb7,GLO1442 ,SBSP,SBBR,1718369494,1718374046,,,,,,
e48c4d,TAM3004 ,SBSP,SBBR,1718369911,1718374968,,,,,,
e49526,GLO1206 ,SBSP,SBBR,1718372113,1718376686,,,,,,
e49698,TAM4700 ,SBSP,SBBR,1718373391,1718378616,,,,,,
e495c6,GLO1444 ,SBSP,SBBR,1718375520,1718380310,,,,,,
e48135,TAM3008 ,SBSP,SBBR,1718376140,1718380983,,,,,,
e48a8b,PRGCR   ,SBSP,SBBR,1718376216,1718381542,,,,,,
e4959a,PPMLZ   ,SBSP,SBBR,1718378360,1718382915,,,,,,
e495fc,AZU6002 ,SBSP,SBBR,1718379841,1718384758,,,,,,
e48620,PTPVH   ,SBSP,SBBR,1718383039,1718387806,,,,,,
e48b65,TAM3108 ,SBSP,SBBR,1718384031,1718388778,,,,,,
e490ee,TAM3609 ,SBSP,SBBR,1718385794,1718390487,,,,,,
e4966d,AZU6004 ,SBSP,SBBR,1718386667,1718391477,,,,,,
e48db0,GLO1452 ,SBSP,SBBR,1718387191,1718391867,,,,,,
e48275,TAM4704 ,SBSP,SBBR,1718388464,1718402340,,,,,,
e48c4d,TAM3581 ,SBSP,SBBR,1718389272,1718394058,,,,,,
e495b2,AZU6006 ,SBSP,SBBR,1718391661,1718396438,,,,,,
e49889,GLO1454 ,SBSP,SBBR,1718394220,1718398949,,,,,,
e49698,TAM3104 ,SBSP,SBBR,1718395267,1718404767,,,,,,
e49476,GLO1456 ,SBSP,SBBR,1718399164,1718403815,,,,,,
e49aa8,TAM3176 ,SBSP,SBBR,1718400652,1718413448,,,,,,
e49c5a,TAM3012 ,SBSP,SBBR,1718401544,1718405992,,,,,,
e483dd,TAM3018 ,SBSP,SBBR,1718405637,1718410401,,,,,,
e4917f,TAM4546 ,SBSP,SBBR,1718409679,1718414592,,,,,,
e49b52,GLO1472 ,SBSP,SBBR,1718410887,1718415382,,,,,,
e48014,TAM3022 ,SBSP,SBBR,1718411845,1718416589,,,,,,
e495b2,AZU6008 ,SBSP,SBBR,1718412913,1718417973,,,,,,
e48fb6,GLO1430 ,SBSP,SBBR,1718445842,1718450608,,,,,,
e49266,GLO1440 ,SBSP,SBBR,1718450677,1718455229,,,,,,
e486c2,TAM3004 ,SBSP,SBBR,1718450810,1718455696,,,,,,
e49511,GLO1442 ,SBSP,SBBR,1718455546,1718460257,,,,,,
e492d2,PRFVF   ,SBSP,SBBR,1718459505,1718464737,,,,,,
e490ee,TAM4700 ,SBSP,SBBR,1718459716,1718464573,,,,,,
e490ef,TAM3709 ,SBSP,SBBR,1718465994,1718479816,,,,,,
e48045,TAM3609 ,SBSP,SBBR,1718471821,1718476764,,,,,,
e49a88,PSLOP   ,SBSP,SBBR,1718476297,1718480757,,,,,,
e490ed,TAM3098 ,SBSP,SBBR,1718480520,1718491599,,,,,,
e48eff,GLO1456 ,SBSP,SBBR,1718486268,1718490884,,,,,,
e48ad5,TAM3846 ,SBSP,SBBR,1718487120,1718491816,,,,,,
e47fa8,GLO1402 ,SBSP,SBBR,1718529030,1718533639,,,,,,
e48394,GLO1440 ,SBSP,SBBR,1718536431,1718541166,,,,,,
e49c5a,TAM3004 ,SBSP,SBBR,1718537008,1718541727,,,,,,
e48e88,AZU6000 ,SBSP,SBBR,1718541953,1718546579,,,,,,
e4814b,GLO1442 ,SBSP,SBBR,1718542877,1718547454,,,,,,
e495c6,GLO1206 ,SBSP,SBBR,1718544803,1718549452,,,,,,
e48199,TAM3008 ,SBSP,SBBR,1718545578,1718550238,,,,,,
e49a8a,AZU6002 ,SBSP,SBBR,1718551425,1718556119,,,,,,
e4917e,AZU4156 ,SBSP,SBBR,1718553250,1718575965,,,,,,
e48be3,TAM3192 ,SBSP,SBBR,1718555072,1718568958,,,,,,
e48011,TAM3010 ,SBSP,SBBR,1718555670,1718560491,,,,,,
e48b65,TAM3472 ,SBSP,SBBR,1718565180,1718576718,,,,,,
e48989,GLO1454 ,SBSP,SBBR,1718567171,1718571897,,,,,,
e49697,TAM3609 ,SBSP,SBBR,1718572443,1718577318,,,,,,
e495b1,AZU4524 ,SBSP,SBBR,1718572633,1718577541,,,,,,
e49763,TAM3176 ,SBSP,SBBR,1718660427,1718673105,,,,,,
e49908,TAM3018 ,SBSP,SBBR,1718664708,1718669506,,,,,,
e49314,TAM3787 ,SBSP,SBBR,1718664869,1718675487,,,,,,
e4952a,GLO1472 ,SBSP,SBBR,1718669572,1718674335,,,,,,
e49220,TAM3022 ,SBSP,SBBR,1718671268,1718675909,,,,,,
e494b3,AZU6008 ,SBSP,SBBR,1718671387,1718676191,,,,,,
e48044,TAM3000 ,SBSP,SBBR,1718701983,1718707391,,,,,,
e47fa8,GLO1402 ,SBSP,SBBR,1718702259,1718707549,,,,,,
e49b52,GLO1430 ,SBSP,SBBR,1718704117,1718708920,,,,,,
